id,评分,评论,时间
M23****5342,5分 超棒,九寨归来不看水”，九寨沟的崇山峻岭中，既有静静流淌的小溪，也有汩汩流动的涌泉；既有水平如镜的海子，也有挂壁飞溅的瀑布。不管是恣意纵横，还是宁静温润，九寨沟的水都给人强烈的视觉冲击。,2021-07-30
M23****5342,5分 超棒,九寨归来不看水”，九寨沟的崇山峻岭中，既有静静流淌的小溪，也有汩汩流动的涌泉；既有水平如镜的海子，也有挂壁飞溅的瀑布。不管是恣意纵横，还是宁静温润，九寨沟的水都给人强烈的视觉冲击。,2021-07-30
ke****loi,5分 超棒,九寨归来不看水这是真的。我们之后的行程一直挂在嘴边的就是，跟九寨沟没法比。进入九寨沟就是景区的循环巴士，会开往不同的几个景点，将人流分散开。比较建议有体力的话，可以由最高点慢慢走下来，空气清新，人也少，沿途也有不一样的景致。景色太美，我们就边啃面包边走的，看到很多人在美丽的地方席地而坐，吃着小火锅，很巴适。九寨沟太美了。,2021-05-29
137****0440,5分 超棒,"人间值得,感慨于大自然的鬼斧神工才能形成这无与伦比的美丽画面;让人沉醉其中无法自拔, 确实是我见过的最美的水,没有之一;唯一的遗憾是路线选择有点失误 随着大部队前行人太多了,如果是提前下车从树正沟由下往上游览就好了,既避开了人流也可以将所有美景一并浏览了 期待下一次的旅行",2021-05-26
ke****loi,4分 满意,九寨回来不看水，真的是很美很美很美！现在还是枯水期有几个景点是完全没有水。景点车的安排也算不错，将客人分散到不同的景点做到分流。如果体力可以的话，可以从最高处沿着栈道一直不行下来，空气好，景美，重点还没什么人，非常舒服！ 【景色】,2021-05-24
M43****102,5分 超棒,九寨沟非常漂亮，全程55公里，游玩一个景点可以坐车到达下一个景点。全部游玩下来预计花费6个小时左右。方便面建议大家就不要带了，没开水供应，而且你买开水也非常贵。可以从上往下游玩。多做一下攻略会省很多时间的。,2021-05-18
M28****843,5分 超棒,神奇的九寨！风景真的太美了，先玩的黄龙，家人有高原反应，以为九寨玩不了了，结果去了以后发现，完全没有任何反应，最关键的是，景区里面都是直接坐公交，每个景点都有站台，看完直接坐车下一个，非常轻松。一辈子不来一次九寨真的可惜！,2021-05-06
博士小美女,5分 超棒,“九寨归来不看水”，是对九寨沟景色真实的诠释。泉、瀑、河、滩108个海子，构成一个个五彩斑斓的瑶池玉盆。长海、剑岩、诺日朗、树正、扎如、黑海六大景观，呈“Y”字形分布。翠海、叠瀑、彩林、雪峰、藏情、蓝冰，被称为“六绝”。神奇的九寨，被世人誉为“童话世界”，号称“水景之王”。,2021-03-30
凯特宝贝,5分 超棒,冬季实行淡季门票，原来的淡季二次进沟政策目前已停止，不过买两天的门票加车票，性价比也超高。冬天的九寨水还是很美，值得用两天时间来欣赏。由于地震的影响，目前还有一些景点还未开放，原始森林那条线只开放的五花海，珍珠滩瀑布和静海。长海已全部结冰了，这条线可以观赏长海和五彩池，树正沟大部分都开放，只有一些栈道暂不开放。,2021-01-21
秋天的海,5分 超棒,性价比高，景色不错，总体超赞，第一次来九寨沟，被它的天然景色所吸引，每个人都有自己的评价，对我来说，九寨沟真的太美了，不同的季节有不同的美，我是冬季来的，相对来说人没有这么多，雪景真的很美。我运气很好，天气很好，所以它的美全展现出来了。天然形成的湖面颜色色彩鲜明，值得你去看看。,2020-12-24
M25****6955,5分 超棒,早上9点多先去的Y字右边，五花海，珍珠滩瀑布等，珍珠滩瀑布真的美，动态的感觉比静态的美，停留了好长时间拍照。坐车到镜海，倒影拍照很美。然后到诺日朗坐车去左边，只有长海和五彩池可看，长海不能下去观看，只能远远看看。五彩池虽小，但真的太美了，不同角度看呈现的不一样，一池水竟然有这么多变化！然后去了诺日朗瀑布，感觉和珍珠滩瀑布不太一样，水比较细，比较直。然后就是往下走，去犀牛海，老虎海等，不过比起上边的感觉没啥特别的地方。就直接坐车出去了。九寨沟真的不去会后悔。最推荐五彩池，珍珠滩瀑布和诺日朗瀑布。,2020-11-16
M25****5281,5分 超棒,其实来的这个时候来不是特别好，叶子基本上都落了，没有那么五颜六色了，也没有下雪，但是水真的美，令人赞叹，都已经找不到形容词来形容那些颜色了，原来以为网友的图片是美化成分多，实际上景色比图片更美。可能夏天或秋天季节来更好些，现在叶子少了，水撑起了全部，也够吸引人。,2020-11-16
慕晓2318,5分 超棒,九寨沟有些景点没有开放，由于自然灾害造成的。不过大部分已经开放了。通过沟内公交方式衔接各景点。确实在时间上，满足游客1天游玩全景区的可行性。景区用餐在诺日朗服务中心，就是Y字型的中间点，60一份自助餐，也可以自己带自热饭。,2020-10-30
诗和远方很贵,4分 满意,挺好，大景点就是不一样，但天气不是很好，除了看水，看不了远山。附近吃饭，住宿都还好，吃饭两个菜，70块钱，味道也好，毛血旺48，份量足，就是在三喜宾馆旁边的梅子小吃饭店。一天完全能耍完，就是最高点长海景点海拔3100米，我们今天天气（2020.10.20）有点雨，上去了全是雪和雾没什么好玩的，路上全是冰，打滑，五彩池也很一般，还没得其他景点好玩。,2020-10-20
懒袜子哥哥,5分 超棒,景色不用说，绝对值得一去，这是第三次去了，为了一睹九寨沟最美的季节，可惜还是早了一点，如果十月底去可能会更美，现在红页黄页还不多，幸运的是我们早上去的时候居然出太阳了，阳关下的长海，五花海太美了，可惜中午开始就阴天了，不过现在的水很大，所以瀑布太美了。就是这个季节人太多了，需要做好思想准备。值得推荐，体验很好，有趣好玩，景色不错，只能发九张照片太少了🤗🤗,2020-10-16
138****1145,5分 超棒,方便快捷，出行前一天携程客服主动联系有关停车入园等问题，停车场离景区600米，算比较近的一个停车场了，出停车场时要主动跟停车场保安说明是携程的订单，否则一天需缴50元停车费！九寨沟秋季是色彩最鲜艳的，因17年地震影响，目前景区没全开放最高只能到海拔2900的位置。,2020-10-09
77****212,5分 超棒,九寨沟真的是太美了，九月份十月份的这个季节，到里面看各种海子真的是一种特别好的体验，买的套票包含了里面的接驳车，还有从沟口酒店到大门口的车票，一早就联系了我们接送的事情，进到里面坐着车，根据景区的安排就一站一站地坐车一个一个景点的看。,2020-10-07
M42****2080,5分 超棒,可以说是此次九寨沟之旅不虚此行！！！！魅力的风光总是让人心旷神怡！到了景区坐车上到Y字右顶，一路走下来，看珍珠滩瀑布，诺日朗瀑布，真的是壮观呀！最后坐车车去了海拔最高的长海！真的是超级幸运赶上了最后一班车车，见证了超级魅力和清澈的五彩池，不过就是水涨到了观景台，路就被拦住了，没有近距离观赏，但是美丽到爆炸！景色不错，有趣好玩，体验很好，值得推荐，下次会带小伙伴们来玩！,2020-09-13
我是水晶,5分 超棒,“九寨归来不看水”，确实并不虚传。水是九寨沟的灵魂，清纯洁净、晶莹剔透、色彩丰富，到处都是潺潺的水声，到处都是蓝蓝的海子。在不同的角度，不同的光照，不同的视界季节，都可以呈现出不同的色彩和风韵。值得亲身去感受.,2020-09-10
M10****813,5分 超棒,真是仙境。从黄龙开到九寨沟的路上就非常漂亮了。进到九寨沟，更是比外面还有漂亮。一个景区带出了外面一个县城大小的城区。商业化也是非常充分了。但景区管理没有跟上，入口设在酒店的停车场，要停车还得住那家酒店。,2020-08-18
小白qian,4分 满意,不愧是“九寨归来不看水”，不枉费坐这么长时间的车，大自然的鬼斧神工创造了九寨沟如此美的景色，五花海里清澈见底，犹如一副画，静谧的让人不敢打扰，图片拍不出它的美，还是要现场感受才行。景区每个景点都有观光车，一天游览时间足矣。,2020-07-23
沙漠里的赤裸裸,5分 超棒,第二十一天】“九寨归来不看水”，是对九寨沟景色真实的诠释。泉、瀑、河、滩108个海子，构成一个个五彩斑斓的瑶池玉盆。长海、剑岩、诺日朗、树正、扎如、黑海六大景观，呈“Y”字形分布。翠海、叠瀑、彩林、雪峰、藏情、蓝冰，被称为“六绝”。神奇的九寨，被世人誉为“童话世界”，号称“水景之王”。,2020-06-23
多一些不为什么的坚持,5分 超棒,去过还想去的地方，实在是太美了，照片和摄像都无法记录它的美，一定要亲身感受的地方，能飞尽量飞，坐汽车的话茂县那段太危险了，太容易山体滑坡了，飞得时候要选窗口的位置，快到九寨沟的时候，下面的景色太震撼了。距离九寨沟大门不远处有个自助售票点，买票很方便，它的旁边有个酒店，具体名字记不住了，性价比不错，主要是离大门近，游玩回来走着就回去休息了，它家餐厅的菜做得也可以。早晨开门就进景区，坐车到箭竹海就可以下车往回游玩了，因为早晨的水面是最静的，也是最美的，抢时间多看几个海，没时间的话左支可以不去了,2017-07-31
M12****140,5分 超棒,非常漂亮的景色，随便拍都是大片。一天的时间是有点紧张，最后树正瀑布都没有看到，建议游玩两天。个人感觉并不是特别冷，早晚穿一件防晒衣就可以了，非常推荐来玩，6月份虽然不是最美丽的季节，但是仍然非常惊艳了。,2017-06-27
屁屁猪,5分 超棒,九寨沟国家级自然保护区位于四川省阿坝藏族羌族自治州九寨沟县境内，是中国第一个以保护自然风景为主要目的的自然保护区。距离成都市400多千米，从成都出发需要大概7个小时左右的车程才能到达。景区大部分为森林所覆盖，因沟内有树正寨、荷叶寨、则查洼寨等九个藏族村寨坐落在这片高山湖泊群中而得名。虽然距离市区十分远，想要前来观赏的游客不得不经历一段漫长的行程。但只能说，路途上的花费对于能够到达九寨沟进行观赏根本不值一提，这里的美景会让你流连忘返。 住宿：建议大家选择在景区外面住宿，步行至景区也就只需要15分钟左右，而且价格相比于景区内会大幅度降低。在淡季时，景区外旅店的价格都比较便宜。我们的是80元一晚，有空调有电热毯有热水，性价比很高。 交通：从成都各大汽车客运站都有班车前往，但尽量提前预订 餐饮：九寨沟内只有一间日格朗餐厅，而且价格很贵。另外，不要打着带方便面进去吃的主意，因为里面的小卖部的热水都是要收费的。在里面买方便面的就是免费送热水。个人建议就是在旅店附近的超市买15元一盒的自热盒饭，进去景区玩累了还可以吃上热乎乎的饭菜，比方便面强多了，而且价格不贵。 开放时间和门票：旺季：06:30~18:00 淡季：06:30~17:00。旺季（04月01日~11月15日）：220.00元 淡季（11月16日~03月31日）：80.00元。学生证有半价优惠。另外景区内的观光车票是旺季90元淡季80元（必买的） 景区游玩：进了景区，便可以搭乘观光车往上走，由于九寨沟的景区地图是一个Y字型，通常都是先搭乘大巴至最高点，然后一直往下观赏至交叉点，后继续向上，最后再玩下半程的。景区很大，各景点之间的距离有长有短，景点之间是有观光巴士接送的。因此大家尽量看好地图，路程远的搭车，比较近的就可以步行，顺路观赏沿途美景。 建议游玩时间：一年四季九寨沟都是不同的，每个时间都有着其独特的魅力。但是肯定的是旺季人多的九寨沟是最丑的，建议可行的话尽量选择淡季前往九寨沟游玩 景点介绍：五彩池位于九寨沟Y的顶端，可以说是海拔比较高的一个景点。但是这里也是整个景区最纯洁最美丽的景点之一。顺着长楼梯往下走，看到的是如翡翠一般的彩池，拥有者清澈见底的湖水，有着五种不同的颜色，真的是一个人间仙境。,2017-03-23
